Job Title,Rating,Company Name,Headquarters,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Easy Apply,Location City,Location State,Est_Salary
Data Scientist,2.5,Cottonwood Financial,"Irving, TX",1996,Company - Private,Lending,Finance,Unknown / Non-Applicable,-1,0,Dallas, TX,62.0
Data Scientist,3.5,HMS,"Conflans-Sainte-Honorine, France",1976,Company - Private,-1,Unknown,Unknown / Non-Applicable,-1,0,Irving, TX,62.0
Data Scientist,4.2,CyberCoders,"Irvine, CA",1999,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,0,Addison, TX,62.0
Data Scientist,3.2835763622409817,Bits and Binaries Inc,"Irving, TX",1976,Company - Public,-1,Unknown,$1 to $5 million (USD),-1,0,Irving, TX,62.0
Data Scientist,3.6,Parkland,"Dallas, TX",1894,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,0,Dallas, TX,61.5
DATA SCIENCE,4.0,Goldman Sachs,"New York, NY",1869,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),"J.P. Morgan, Merrill Lynch, Morgan Stanley",0,Dallas, TX,61.5
IGNITE GRADUATE DEVELOPMENT PROGRAM,3.4,Atos,"Bezons, France",1919,Company - Public,IT Services,Information Technology,$10+ billion (USD),"Accenture, Capgemini",0,Irving, TX,61.5
Data Scientist,3.9,J.P. Morgan,"New York, NY",1799,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),-1,0,Lewisville, TX,61.5
Data Scientist,4.4,MSYS Inc.,"Cary, NC",1976,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,0,Dallas, TX,61.5
Data Scientist,3.8,HMS Holdings,"Irving, TX",1974,Company - Public,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,0,Irving, TX,61.5
Data Scientist,2.2,Cash Store,"Irving, TX",1996,Company - Private,Lending,Finance,Unknown / Non-Applicable,-1,0,Irving, TX,61.5
Consultant,3.6,Wells Fargo,"San Francisco, CA",1852,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),-1,0,Irving, TX,61.5
IGNITE GRADUATE DEVELOPMENT PROGRAM APPLICATION DEVELOPER ,3.2835763622409817,Atos Healthcare,unknown city,1976,Unknown,-1,Unknown,-1,-1,0,Irving, TX,61.5
Data Analyst,4.0,Goldman Sachs,"New York, NY",1869,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),"J.P. Morgan, Merrill Lynch, Morgan Stanley",0,Dallas, TX,61.5
Data Scientist,3.6,Humana,"Louisville, KY",1961,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),"Cigna, Aetna, UnitedHealth Group",0,Irving, TX,61.5
Data Scientist,2.5,"Health Management Systems, Inc.","Tifton, GA",1983,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1,0,Irving, TX,61.5
Data Scientist,4.2,Prudent Technologies and Consulting,"Dallas, TX",1998,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),-1,0,Grapevine, TX,61.5
Data Scientist,4.3,UT Dallas,"Richardson, TX",1969,College / University,Colleges & Universities,Education,$100 to $500 million (USD),-1,0,Richardson, TX,61.5
Data Scientist,3.5,CGI,"Montreal, Canada",1976,Company - Public,Consulting,Business Services,$10+ billion (USD),"IBM, Accenture, Booz Allen Hamilton",0,Arlington, TX,61.5
Data Scientist,3.7,IBM,"Armonk, NY",1911,Company - Public,IT Services,Information Technology,$10+ billion (USD),"Amazon, Accenture, Microsoft",0,Dallas, TX,61.5
Data Scientist,3.8,Sense Corp,"Saint Louis, MO",1996,Company - Private,Accounting,Accounting & Legal,$10 to $25 million (USD),-1,0,Dallas, TX,61.5
Data Scientist,4.5,Radiant Digital,"New York, NY",1976,Company - Private,-1,Unknown,Less than $1 million (USD),-1,0,Irving, TX,61.5
Data Scientist,3.2835763622409817,Stellent IT LLC,"Noida, UP",1976,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,0,Coppell, TX,61.5
Data Scientist,3.2835763622409817,"CGI Technologies and Solutions, Inc.",unknown city,1976,Unknown,-1,Unknown,-1,-1,0,Dallas, TX,61.5
Data Scientist,3.9,JPMorgan Chase & Co.,"New York, NY",1799,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),-1,0,Lewisville, TX,61.5
Data Analyst,3.1,Dallas County,"Dallas, TX",1976,Government,Municipal Governments,Government,$50 to $100 million (USD),-1,0,Dallas, TX,61.5
Data Engineer,4.8,Dialexa,"Dallas, TX",2010,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),"projekt202, IDEO",1,Dallas, TX,61.5
Data Analyst,1.0,Sphinix Solutions,"New York, NY",1976,Company - Private,IT Services,Information Technology,Less than $1 million (USD),-1,0,Dallas, TX,61.5
Data Scientist,4.3,Boston Consulting Group,"Boston, MA",1963,Company - Private,Consulting,Business Services,$5 to $10 million (USD),"McKinsey & Company, Bain & Company, Accenture",0,Dallas, TX,61.5
Data Analyst,3.4,"ZeniMax Media, Inc.","Rockville, MD",1999,Company - Private,Video Games,Media,Unknown / Non-Applicable,-1,0,Dallas, TX,61.5
Data Scientist,3.2835763622409817,Xcelo Group,unknown city,1976,Unknown,-1,Unknown,-1,-1,0,Irving, TX,61.5
Data Analyst,3.9,PSG Global Solutions,"Marina del Rey, CA",2009,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),-1,0,Plano, TX,61.5
Data Analyst,4.0,Texas Scottish Rite Hospital for Children,"Dallas, TX",1921,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,0,Dallas, TX,61.5
Data Analyst,3.6,Pioneer Consulting Services LLC,"West Des Moines, IA",1976,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),-1,0,Dallas, TX,61.5
Data Scientist,3.5,Internal Revenue Service,"Washington, DC",1862,Government,Federal Agencies,Government,Unknown / Non-Applicable,-1,0,Farmers Branch, TX,61.5
Data Scientist,3.6,USAA,"San Antonio, TX",1922,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"GEICO, MetLife, State Farm",0,Plano, TX,172.0
Data Scientist,4.1,APN Software Services Inc.,"Newark, CA",1976,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),-1,0,Dallas, TX,172.0
Data Analyst,5.0,PeopleFun,"Richardson, TX",1976,Company - Private,Audiovisual,"Arts, Entertainment & Recreation",Unknown / Non-Applicable,-1,0,Richardson, TX,172.0
#NAME?,4.7,InfoQuest Consulting Group,"Edison, NJ",1976,Company - Private,Computer Hardware & Software,Information Technology,Less than $1 million (USD),-1,0,Plano, TX,172.0
Data Scientist,3.5,Raytheon Intelligence & Space,"Arlington, VA",2020,Subsidiary or Business Segment,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,0,Richardson, TX,172.0
Data Scientist,3.2835763622409817,BrightPoint Solutions,unknown city,1976,Unknown,-1,Unknown,-1,-1,0,Dallas, TX,172.0
PRINCIPAL ASSOCIATE,3.9,Capital One,"Mc Lean, VA",1994,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),"J.P. Morgan, Wells Fargo, McKinsey & Company",0,Plano, TX,172.0
Data Scientist,3.1,AmerisourceBergen,"Conshohocken, PA",2001,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"McKesson, Cardinal Health, Kinray",0,Carrollton, TX,172.0
Data Analyst,2.8,Match Group,"Norwalk, CT",1998,Company - Private,Advertising & Marketing,Business Services,$100 to $500 million (USD),-1,0,Dallas, TX,172.0
Data Scientist,3.6,Koch Industries,"Wichita, KS",1940,Company - Private,Oil & Gas Exploration & Production,"Oil, Gas, Energy & Utilities",$10+ billion (USD),-1,0,Dallas, TX,172.0
Data Analyst,4.1,Nokia,"Nokia, Finland",1865,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD),"Ericsson-Worldwide, Huawei Technologies, Microsoft",0,Dallas, TX,172.0
Data Engineer,4.6,Tiger Analytics,"Santa Clara, CA",2011,Company - Private,Consulting,Business Services,$10 to $25 million (USD),"Mu Sigma, LatentView Analytics, Fractal",0,Dallas, TX,172.0
Data Analyst,3.0,Trinity Industries,"Dallas, TX",1933,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$5 to $10 billion (USD),"GATX, BNSF Railway",0,Dallas, TX,172.0
Data Scientist,3.3,Neiman Marcus,"Dallas, TX",1907,Company - Private,"Department, Clothing, & Shoe Stores",Retail,$5 to $10 billion (USD),"Nordstrom, Saks Fifth Avenue, Bloomingdale's",0,Dallas, TX,172.0
DATA SPECIALIST,4.1,Nokia,"Nokia, Finland",1865,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD),"Ericsson-Worldwide, Huawei Technologies, Microsoft",0,Dallas, TX,172.0
Data Scientist,2.8,"Telnet, Inc.","Rockville, MD",1976,Company - Private,Consulting,Business Services,$10 to $25 million (USD),-1,0,Plano, TX,172.0
Data Analyst,2.9,Human Coalition,"Frisco, TX",1976,Nonprofit Organization,-1,Unknown,Unknown / Non-Applicable,-1,0,Plano, TX,172.0
Data Scientist,3.3,Neiman Marcus,"Dallas, TX",1907,Company - Private,"Department, Clothing, & Shoe Stores",Retail,$5 to $10 billion (USD),"Nordstrom, Saks Fifth Avenue, Bloomingdale's",0,Dallas, TX,172.0
Data Analyst,3.2835763622409817,Yeti Technologies,"Irving, TX",1976,Company - Public,IT Services,Information Technology,Less than $1 million (USD),-1,0,Irving, TX,172.0
Data Scientist,2.7,IMG Systems,"Plano, TX",1976,Company - Private,Consulting,Business Services,$1 to $5 million (USD),-1,0,Plano, TX,172.0
Data Engineer,4.1,Federal Reserve Bank of Dallas,"Dallas, TX",1914,Company - Public,Banks & Credit Unions,Finance,Unknown / Non-Applicable,-1,0,Dallas, TX,172.0
DALLAS CAMPUS RECRUITING 2018,3.8,Capgemini,"Paris, France",1967,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),"Accenture, CGI, Sopra Steria",0,Dallas, TX,172.0
Data Analyst,4.6,Financial Additions,"Dallas, TX",1999,Company - Private,Investment Banking & Asset Management,Finance,$5 to $10 million (USD),-1,0,Dallas, TX,172.0
Data Analyst,3.8,TekniSMart Solutions,"Plano, TX",1976,Contract,-1,Unknown,Unknown / Non-Applicable,-1,0,Dallas, TX,172.0
Data Scientist,3.6,Kubota Tractor Corporation,"Grapevine, TX",1971,Subsidiary or Business Segment,Industrial Manufacturing,Manufacturing,$2 to $5 billion (USD),-1,0,Grapevine, TX,172.0
Data Analyst,4.1,Kforce,"Tampa, FL",1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),-1,0,Dallas, TX,172.0
Data Engineer,5.0,BICP,"Carlsbad, CA",2009,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),-1,0,Dallas, TX,172.0
Data Scientist,3.0,"Central Business Solutions, Inc","Fremont, CA",1976,Company - Private,Consulting,Business Services,$5 to $10 million (USD),-1,0,Plano, TX,172.0
Data Analyst,3.8,VITALWARE LLC,"Yakima, WA",2010,Company - Private,Health Care Services & Hospitals,Health Care,$10 to $25 million (USD),-1,0,Dallas, TX,172.0
Data Scientist,3.2835763622409817,UT Southwestern Medicial Center,unknown city,1976,Unknown,-1,Unknown,-1,-1,0,Dallas, TX,172.0
Consultant,3.7,IBM,"Armonk, NY",1911,Company - Public,IT Services,Information Technology,$10+ billion (USD),"Amazon, Accenture, Microsoft",0,Dallas, TX,63.5
Data Scientist,3.9,Amazon,"Seattle, WA",1994,Company - Public,Internet,Information Technology,$10+ billion (USD),"Google, Microsoft, Walmart",0,Dallas, TX,63.5
Data Scientist,2.4,Frontier Communications,"Norwalk, CT",1935,Company - Public,"Cable, Internet & Telephone Providers",Telecommunications,$5 to $10 billion (USD),"Comcast, Spectrum Comm, Windstream",0,Irving, TX,63.5
Data Analyst,4.6,"HumCap, Inc.","Plano, TX",2001,Company - Private,Consulting,Business Services,$1 to $5 million (USD),-1,0,Dallas, TX,63.5
Data Analyst,3.3,State Farm,"Bloomington, IL",1922,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"Berkshire Hathaway, Progressive Insurance, Allstate",0,Dallas, TX,63.5
Data Analyst,3.2835763622409817,Shiro Technologies,"Dallas, TX",1976,Company - Private,-1,Unknown,Less than $1 million (USD),-1,0,Dallas, TX,63.5
Data Scientist,3.7,IBM,"Armonk, NY",1911,Company - Public,IT Services,Information Technology,$10+ billion (USD),"Amazon, Accenture, Microsoft",0,Dallas, TX,63.5
Data Scientist,4.0,Yum! Brands,"Louisville, KY",1997,Company - Public,Fast-Food & Quick-Service Restaurants,"Restaurants, Bars & Food Services",$10+ billion (USD),-1,0,Plano, TX,63.5
Data Scientist,5.0,Pro Lancer,"Kings Langley, United Kingdom",1976,Company - Private,-1,Unknown,Unknown / Non-Applicable,-1,0,Dallas, TX,63.5
Data Analyst,4.4,"InfoVision, Inc.","Richardson, TX",1995,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1,0,Irving, TX,63.5
Data Scientist,3.4,Brinks Home Security,"Farmers Branch, TX",1976,Company - Public,Security Services,Business Services,Unknown / Non-Applicable,"ADT Security Services, Protection 1",0,Farmers Branch, TX,63.5
Data Scientist,3.2835763622409817,SJ Communication Design,unknown city,1976,Unknown,-1,Unknown,-1,-1,0,Plano, TX,63.5
Data Analyst,3.3,Mr. Cooper,"Dallas, TX",1994,Company - Public,Lending,Finance,$5 to $10 billion (USD),-1,0,Lewisville, TX,63.5
Data Engineer,3.4,Allstate,"Northbrook, IL",1931,Company - Public,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),"Progressive Insurance, State Farm, Farmers Insurance Group",0,Irving, TX,63.5
Data Analyst,3.4,First American Financial Corporation,"Santa Ana, CA",1889,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),-1,0,Irving, TX,63.5
Data Analyst,5.0,"Staffigo Technical Services, LLC","Woodridge, IL",2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,0,Dallas, TX,63.5
DIRECTOR,3.6,Humana,"Louisville, KY",1961,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),"Cigna, Aetna, UnitedHealth Group",0,Irving, TX,63.5
Data Scientist,3.7,IBM,"Armonk, NY",1911,Company - Public,IT Services,Information Technology,$10+ billion (USD),"Amazon, Accenture, Microsoft",0,Dallas, TX,63.5
Data Engineer,3.9,Capital One,"Mc Lean, VA",1994,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),"J.P. Morgan, Wells Fargo, McKinsey & Company",0,Plano, TX,63.5
Data Engineer,3.2835763622409817,Iconic Technology Group,"Charlotte, NC",1976,Company - Private,-1,Unknown,Unknown / Non-Applicable,-1,0,Dallas, TX,63.5
Data Engineer,4.6,Vinli,"Dallas, TX",2014,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,"Automatic, Mojio, Verizon Telematics",0,Dallas, TX,63.5
Data Scientist,2.5,Meso Scale Diagnostics,"Rockville, MD",1976,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),-1,0,Dallas, TX,63.5
RAPD RISK PLATFORMS & DATA,4.0,Goldman Sachs,"New York, NY",1869,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),"J.P. Morgan, Merrill Lynch, Morgan Stanley",0,Dallas, TX,63.5
SENIOR SOFTWARE,3.9,Capital One,"Mc Lean, VA",1994,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),"J.P. Morgan, Wells Fargo, McKinsey & Company",0,Plano, TX,63.5
Data Analyst,3.7,Federal Reserve Bank,"New York, NY",1914,Company - Private,Financial Analytics & Research,Finance,$10+ billion (USD),-1,0,Dallas, TX,63.5
Data Scientist,4.4,Ava Consulting,"Dallas, TX",1976,Company - Public,IT Services,Information Technology,Less than $1 million (USD),-1,0,Dallas, TX,63.5
Data Analyst,3.8,Diversant LLC,"Red Bank, NJ",2005,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Kforce, Mitchell Martin, Insight Global",0,Dallas, TX,63.5
Data Scientist,3.7,IBM,"Armonk, NY",1911,Company - Public,IT Services,Information Technology,$10+ billion (USD),"Amazon, Accenture, Microsoft",0,Dallas, TX,63.5
Data Analyst,3.6,Signify Health,"Dallas, TX",2017,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,1,Dallas, TX,63.5
Data Scientist,4.0,"CTI Clinical Trial Services, Inc","Covington, KY",1999,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,"Medpace, INC Research, inVentiv Health",0,Dallas, TX,63.5
Data Analyst,4.0,CAE,"Montreal, Canada",1947,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),"Pratt & Whitney, Lockheed Martin",0,Dallas, TX,73.0
Data Analyst,1.9,MOA,"Paris, France",1997,Unknown,-1,Unknown,Unknown / Non-Applicable,-1,0,Plano, TX,73.0
Data Analyst,3.3,Mr. Cooper,"Dallas, TX",1994,Company - Public,Lending,Finance,$5 to $10 billion (USD),-1,0,Dallas, TX,73.0
Data Engineer,1.7,Avantax Wealth Management,"Irving, TX",1983,Company - Public,Brokerage Services,Finance,$500 million to $1 billion (USD),Raymond James Financial,0,Irving, TX,73.0
LEAD,4.3,Boston Consulting Group,"Boston, MA",1963,Company - Private,Consulting,Business Services,$5 to $10 million (USD),"McKinsey & Company, Bain & Company, Accenture",0,Dallas, TX,73.0
DATA SCIENCE ARCHITECT,4.3,"Onica, a Rackspace Company","Los Angeles, CA",2017,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,"Cloudreach, CenturyLink, Cloud Technology Partners",0,Dallas, TX,73.0
Data Engineer,4.5,Athreya Inc,"New Brunswick, NJ",2002,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),-1,0,Dallas, TX,73.0
Data Analyst,3.2835763622409817,1,unknown city,1976,Unknown,-1,Unknown,-1,-1,0,Dallas, TX,73.0
Data Analyst,3.2835763622409817,Clearwing Consulting,unknown city,1976,Unknown,-1,Unknown,-1,-1,0,Dallas, TX,73.0
Data Engineer,4.1,Nokia,"Nokia, Finland",1865,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD),"Ericsson-Worldwide, Huawei Technologies, Microsoft",0,Dallas, TX,73.0
Data Analyst,2.9,Hilltop Holdings,"Dallas, TX",1998,Company - Public,Banks & Credit Unions,Finance,$1 to $2 billion (USD),-1,0,Irving, TX,73.0
Data Analyst,4.6,"Conch Technologies, Inc","Memphis, TN",1976,Company - Private,Consulting,Business Services,$5 to $10 million (USD),-1,0,Plano, TX,73.0
Data Analyst,4.1,Federal Reserve Bank (FRB),"Washington, DC",1913,Government,Federal Agencies,Government,Unknown / Non-Applicable,"FDIC, Office of the Comptroller of the Currency, SEC",0,Dallas, TX,73.0
Data Engineer,3.8,Sense Corp,"Saint Louis, MO",1996,Company - Private,Accounting,Accounting & Legal,$10 to $25 million (USD),-1,0,Dallas, TX,73.0
Data Analyst,3.7,IBM,"Armonk, NY",1911,Company - Public,IT Services,Information Technology,$10+ billion (USD),"Amazon, Accenture, Microsoft",0,Dallas, TX,73.0
Data Analyst,3.3,Addison Group,"Chicago, IL",1999,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,0,Dallas, TX,73.0
Consultant,3.6,Epiq,"New York, NY",1988,Company - Private,Legal,Accounting & Legal,$1 to $2 billion (USD),-1,0,Dallas, TX,73.0
Data Analyst,3.6,Randstad,"Atlanta, GA",1976,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,0,Plano, TX,73.0
Data Analyst,2.8,"Telnet (Rockville, MD)","Rockville, MD",1976,Company - Private,Consulting,Business Services,$10 to $25 million (USD),-1,0,Dallas, TX,73.0
ARTIFICIAL INTELLIGENCE,4.1,SysMind,"Princeton Junction, NJ",1999,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),-1,0,Irving, TX,73.0
Data Analyst,3.2835763622409817,Corporate G. LLC,"Bengaluru, India",1976,Company - Private,-1,Unknown,Unknown / Non-Applicable,-1,0,Dallas, TX,73.0
DEMAND PLANNING AND ANALYTICS,2.8,Reddy Ice,"Dallas, TX",2003,Company - Public,Food & Beverage Manufacturing,Manufacturing,$100 to $500 million (USD),-1,0,Dallas, TX,73.0
